Attendance,Test_Score,LMS_Time_Hours,Assignments_Submitted,Forum_Interactions,Study_Hours_Per_Week,Previous_GPA,Final_Result
58,48,39.70,4,17,13.70,1.75,Average
66,63,26.20,3,10,10.20,2.55,Average
61,52,47.10,4,7,6.50,1.89,Average
71,73,18.60,2,0,7.10,3.68,Average
65,78,29.40,3,3,8.30,2.35,Average
56,62,26.80,2,9,13.00,2.56,Average
61,68,25.60,2,8,10.10,2.65,Average
71,61,21.70,3,7,8.20,2.47,Average
62,65,39.00,3,12,7.50,1.90,Average
55,60,29.80,1,8,8.30,2.37,Average
74,53,18.50,2,10,10.50,1.61,Average
79,73,23.10,4,4,13.50,2.18,Average
65,56,16.20,3,0,6.90,2.74,Average
61,61,38.20,2,15,1.70,2.64,Average
60,58,34.60,5,10,13.80,2.25,Average
65,52,46.10,3,12,8.10,2.31,Average
57,62,17.60,3,3,4.50,2.39,Average
48,48,32.80,3,13,3.14,2.67,Average
65,46,50.30,5,26,11.00,1.40,Average
72,59,32.90,6,7,6.50,2.35,Average
61,63,21.30,1,7,5.90,2.93,Average
69,52,31.40,1,12,7.10,1.97,Average
51,66,15.10,3,9,8.60,3.25,Average
52,75,39.90,5,7,8.00,3.05,Average
64,54,55.00,6,12,16.90,2.29,Average
56,63,31.80,3,11,4.50,2.35,Average
60,56,35.10,2,5,9.70,2.55,Average
70,69,21.90,1,5,15.40,2.84,Average
57,59,32.20,3,15,5.20,3.12,Average
72,72,49.70,1,6,4.70,3.23,Average
66,76,34.80,2,3,10.10,2.90,Average
58,55,13.30,3,0,7.20,1.97,Average
60,60,56.60,5,18,11.40,2.32,Average
66,67,16.10,2,10,16.90,2.53,Average
69,54,21.20,2,3,5.30,1.82,Average
61,49,36.00,4,14,9.00,2.15,Average
59,75,50.00,6,14,9.20,1.83,Average
68,50,10.30,4,7,15.80,3.34,Average
55,53,23.50,1,4,11.30,2.95,Average
49,86,24.30,5,9,1.00,3.56,Average
65,62,25.60,3,6,6.60,2.61,Average
58,68,12.60,4,8,2.24,2.75,Average
69,58,22.30,5,7,13.30,2.33,Average
62,56,27.80,3,3,10.50,2.02,Average
67,53,31.50,1,10,9.60,2.22,Average
59,56,31.00,5,17,7.10,2.40,Average
63,71,36.90,1,2,6.50,2.09,Average
62,56,13.80,5,12,13.00,1.87,Average
79,54,35.10,2,8,8.50,1.44,Average
64,52,31.70,3,11,10.70,2.32,Average
71,58,34.90,4,5,9.40,2.15,Average
61,60,37.80,5,7,12.00,2.58,Average
60,63,26.60,3,4,10.70,2.79,Average
77,65,33.90,5,5,9.30,2.11,Average
67,69,27.00,2,11,1.00,2.37,Average
68,77,16.80,1,7,15.90,2.67,Average
51,45,31.40,6,17,10.70,1.97,Average
70,58,25.10,6,10,14.30,2.04,Average
70,52,26.40,5,12,12.30,1.62,Average
62,67,33.50,1,1,11.40,2.68,Average
67,65,30.60,3,5,7.20,2.80,Average
69,53,21.10,4,4,3.80,2.47,Average
69,64,22.00,3,4,11.10,2.32,Average
62,60,5.00,1,0,4.70,3.09,Average
56,64,28.90,2,10,5.20,2.43,Average
68,51,16.20,2,0,12.30,2.58,Average
53,56,26.70,2,8,4.40,2.71,Average
54,69,46.30,2,12,7.90,2.31,Average
75,60,19.90,5,0,16.00,2.42,Average
73,53,37.80,4,6,12.60,2.30,Average
64,79,23.20,3,14,10.00,2.58,Average
76,66,13.10,1,0,8.00,2.45,Average
59,60,25.90,1,3,3.40,2.41,Average
72,67,20.30,3,4,8.30,2.06,Average
72,75,19.40,3,8,9.70,2.67,Average
68,72,5.30,1,4,3.60,2.98,Average
58,60,36.60,1,15,10.80,2.00,Average
70,65,29.40,3,7,9.40,2.57,Average
54,65,19.90,1,4,7.00,3.17,Average
72,47,43.20,3,12,10.90,2.28,Average
69,55,27.20,4,14,9.50,2.26,Average
78,72,24.80,3,7,15.60,2.40,Average
59,57,33.10,5,7,11.20,2.26,Average
59,47,20.40,4,3,13.10,2.44,Average
71,53,22.60,3,5,10.10,2.47,Average
65,64,37.40,2,6,9.70,2.58,Average
69,54,18.20,7,4,9.50,2.92,Average
78,59,14.10,5,4,16.10,1.81,Average
57,68,20.00,4,11,8.50,2.45,Average
90,58,37.50,2,16,7.00,2.30,Average
65,63,18.10,4,0,12.20,2.41,Average
58,59,10.40,5,0,19.30,1.75,Average
68,53,41.00,2,17,2.30,1.80,Average
60,53,25.10,3,8,8.60,2.61,Average
83,77,16.60,3,5,6.20,2.69,Average
44,66,45.80,1,14,1.00,2.53,Average
74,65,6.00,5,5,20.90,2.29,Average
76,47,13.60,5,3,11.50,1.84,Average
59,56,12.20,3,2,7.90,2.72,Average
62,62,45.90,3,14,6.10,2.95,Average
56,49,36.40,4,25,13.80,2.12,Average
78,62,23.60,6,5,16.27,2.35,Average
43,70,36.10,3,4,3.71,2.76,Average
62,55,18.30,5,0,11.40,2.47,Average
63,61,30.80,2,8,10.00,3.56,Average
61,41,35.40,1,9,13.60,2.26,Average
61,61,25.20,4,4,11.10,3.16,Average
66,64,25.30,4,3,18.60,2.91,Average
66,62,34.10,1,6,2.60,2.39,Average
66,59,47.30,6,23,11.70,1.94,Average
63,66,28.30,3,4,8.60,2.76,Average
77,54,27.20,4,11,14.30,1.95,Average
71,72,27.20,4,3,7.80,2.87,Average
64,60,27.00,2,10,8.10,2.48,Average
62,61,37.30,3,9,9.10,2.35,Average
74,51,40.10,3,7,10.90,1.77,Average
69,52,20.00,2,13,13.10,1.61,Average
67,49,13.10,3,3,9.90,2.22,Average
59,44,29.90,3,14,14.40,1.79,Average
54,55,23.00,4,9,10.50,2.15,Average
63,61,30.20,3,8,9.70,2.81,Average
68,49,12.20,2,5,16.36,2.13,Average
63,59,18.50,5,0,9.80,2.97,Average
65,56,35.90,3,16,16.20,2.15,Average
71,71,18.10,3,8,9.20,2.47,Average
65,59,45.70,2,12,8.10,1.81,Average
49,57,21.10,1,9,11.20,2.06,Average
69,47,36.70,3,7,12.50,2.07,Average
68,67,26.90,3,11,5.20,2.04,Average
71,50,41.20,3,9,11.40,1.97,Average
57,42,19.60,4,10,5.90,2.28,Average
61,59,37.20,2,2,8.60,1.93,Average
68,64,14.50,0,2,7.30,1.77,Average
67,73,31.30,3,6,7.00,2.55,Average
64,54,25.60,2,8,4.90,2.15,Average
59,53,28.90,4,1,14.40,1.94,Average
65,66,50.20,2,22,7.70,2.68,Average
62,57,33.70,3,1,15.18,2.75,Average
53,70,33.30,3,11,12.00,1.77,Average
74,71,15.90,3,0,8.90,3.16,Average
65,71,30.30,3,5,2.80,3.23,Average
72,72,26.00,2,2,13.60,2.61,Average
80,57,32.90,3,7,17.20,2.79,Average
62,62,23.10,3,6,8.30,2.03,Average
83,51,24.90,5,5,10.50,2.28,Average
54,49,45.60,3,14,13.90,2.32,Average
68,60,29.40,5,8,8.10,2.19,Average
68,54,18.90,5,5,15.40,2.35,Average
58,72,19.00,1,0,7.10,2.50,Average
67,63,25.70,4,7,15.50,2.31,Average
70,48,27.40,4,0,9.50,2.14,Average
55,57,26.20,3,8,3.60,2.14,Average
76,43,32.60,3,12,11.60,1.40,Average
60,56,26.60,1,11,14.50,2.53,Average
81,61,22.20,4,5,16.20,2.28,Average
52,66,22.50,5,10,4.78,2.58,Average
66,70,22.10,6,2,11.30,2.60,Average
46,65,32.40,2,9,6.90,2.24,Average
67,55,7.00,2,7,10.70,2.11,Average
75,68,34.80,3,0,7.80,3.16,Average
78,70,22.80,5,5,10.90,2.15,Average
64,62,35.60,0,11,9.10,2.60,Average
65,54,46.10,4,11,10.40,2.20,Average
93,61,5.00,5,7,18.30,2.31,Average
60,60,24.40,2,16,5.20,1.79,Average
55,41,37.80,4,15,9.60,1.90,Average
52,57,31.20,6,7,14.34,2.72,Average
81,55,45.10,7,16,8.80,2.03,Average
59,56,38.70,3,13,13.50,2.88,Average
55,75,10.10,4,0,4.50,2.82,Average
58,60,38.10,6,5,10.50,2.93,Average
80,66,21.40,5,2,17.60,2.10,Average
54,51,41.40,1,7,8.60,2.59,Average
65,53,32.20,3,4,11.30,2.12,Average
66,74,30.70,3,0,9.30,2.89,Average
54,58,23.10,4,10,10.40,2.29,Average
54,71,33.10,4,1,1.00,2.65,Average
55,57,39.90,0,11,3.20,2.38,Average
62,54,40.30,3,15,10.90,2.26,Average
80,59,24.60,4,0,15.74,2.33,Average
70,51,25.20,5,12,4.60,1.76,Average
60,64,37.40,2,8,9.70,3.17,Average
75,58,22.50,6,13,11.50,2.23,Average
74,57,26.80,3,7,4.69,2.60,Average
66,47,47.80,5,16,11.40,2.09,Average
67,81,46.20,2,1,10.90,2.23,Average
55,50,31.40,2,6,14.80,2.19,Average
60,52,26.90,2,7,6.70,3.10,Average
62,56,35.80,4,6,7.10,2.64,Average
55,62,27.30,2,0,13.10,2.61,Average
62,54,21.20,4,0,7.30,2.33,Average
57,52,31.50,1,4,8.60,2.45,Average
63,59,14.10,1,1,11.30,2.33,Average
71,68,16.40,2,0,13.00,2.52,Average
62,61,37.80,2,9,2.90,2.35,Average
71,52,37.00,5,7,5.70,2.44,Average
82,50,7.90,3,0,12.00,2.15,Average
58,62,28.10,2,15,11.70,2.30,Average
58,58,40.80,3,16,4.10,3.01,Average
80,58,33.40,3,18,7.40,2.65,Average
84,49,24.90,2,7,11.19,2.45,Average
43,60,16.90,2,10,7.80,2.32,Average
65,64,18.30,0,0,8.10,2.96,Average
64,54,32.10,4,7,3.50,2.30,Average
67,57,23.90,3,12,17.60,2.17,Average
56,60,5.00,0,6,6.10,2.33,Average
74,66,27.50,2,11,2.35,3.25,Average
51,50,41.40,2,2,5.80,2.70,Average
68,48,16.20,4,9,13.60,2.27,Average
61,59,30.30,4,7,14.70,2.14,Average
65,53,32.30,3,10,13.00,2.82,Average
55,52,24.50,2,4,7.70,2.32,Average
67,49,31.10,4,15,9.90,2.35,Average
69,64,34.40,5,4,8.15,2.29,Average
61,57,10.30,4,0,13.70,2.11,Average
64,42,49.50,5,12,12.60,2.21,Average
67,59,30.60,3,3,11.50,2.65,Average
75,71,18.80,2,7,7.60,2.81,Average
64,59,52.20,5,15,4.80,2.35,Average
55,42,25.00,4,4,14.10,2.04,Average
71,55,14.40,1,4,9.40,2.32,Average
74,64,22.50,4,5,9.40,2.54,Average
81,67,23.90,3,4,17.50,2.44,Average
80,53,22.60,5,7,9.90,2.05,Average
62,48,23.80,1,4,15.20,2.37,Average
67,45,22.20,1,1,9.60,2.67,Average
75,74,28.60,3,7,7.50,2.86,Average
73,51,8.90,3,7,10.50,2.57,Average
73,74,26.00,3,9,10.00,3.21,Average
57,45,47.80,3,10,5.80,2.16,Average
81,60,18.10,6,18,10.00,2.33,Average
62,48,18.00,2,6,11.40,2.65,Average
64,61,45.60,3,9,9.90,2.65,Average
66,65,31.80,4,5,9.80,2.58,Average
82,51,24.60,4,15,14.20,1.72,Average
47,61,25.30,1,0,7.60,2.80,Average
63,62,24.10,4,10,7.60,2.27,Average
74,83,22.60,3,10,5.70,2.98,Average
60,57,32.00,6,8,12.50,1.82,Average
56,69,24.90,6,6,15.30,2.58,Average
52,56,15.30,0,2,11.70,2.43,Average
77,60,16.00,3,9,4.90,2.90,Average
56,75,10.30,4,5,6.54,3.78,Average
61,61,45.60,3,10,14.70,2.29,Average
70,63,20.70,2,2,18.60,2.33,Average
71,53,22.50,5,14,10.90,2.17,Average
71,58,46.40,3,14,2.50,1.95,Average
72,63,40.20,4,7,1.20,2.06,Average
74,59,21.90,3,7,11.20,2.06,Average
64,64,54.00,3,12,9.40,1.91,Average
62,58,43.00,2,12,5.30,2.00,Average
74,53,28.20,3,5,1.00,2.10,Average
72,50,28.30,3,9,12.20,2.11,Average
77,73,15.10,2,3,13.30,2.98,Average
81,52,24.70,3,5,15.40,2.38,Average
86,47,24.60,5,8,18.70,1.43,Average
62,69,38.90,3,9,9.70,2.43,Average
57,54,13.00,2,5,9.10,2.47,Average
50,78,36.40,4,6,5.19,2.69,Average
50,62,33.70,2,5,7.80,2.93,Average
66,58,19.40,4,4,8.00,3.02,Average
56,65,53.70,3,19,8.30,2.23,Average
67,48,17.30,4,11,10.80,1.88,Average
65,78,21.90,6,2,12.50,2.72,Average
70,58,25.20,5,7,8.60,2.66,Average
66,71,17.00,2,6,9.60,2.46,Average
59,43,26.20,4,1,14.70,2.29,Average
78,62,37.50,2,2,17.60,1.81,Average
64,54,18.20,3,9,10.40,2.82,Average
58,55,56.60,5,17,9.90,3.06,Average
56,53,26.00,3,3,4.90,2.84,Average
59,52,23.90,3,3,8.70,2.23,Average
46,69,39.70,2,6,6.60,3.10,Average
75,56,31.80,4,1,10.20,2.59,Average
71,66,22.50,3,0,10.90,2.51,Average
77,65,14.40,3,5,10.10,2.90,Average
64,71,26.70,3,18,8.30,2.48,Average
69,59,26.50,4,5,17.80,2.49,Average
68,59,25.60,5,10,17.00,2.09,Average
62,68,30.60,0,4,1.00,2.70,Average
43,51,12.70,3,5,5.81,2.44,Average
71,53,32.00,5,15,8.40,1.85,Average
64,50,42.90,2,20,9.80,1.72,Average
66,64,27.50,4,17,10.40,2.27,Average
71,54,39.90,2,8,6.70,2.74,Average
66,62,20.00,0,6,6.90,3.08,Average
47,64,28.30,3,10,6.00,2.74,Average
65,59,42.30,3,0,6.70,1.74,Average
66,59,38.70,5,18,17.60,2.14,Average
59,73,29.10,2,0,8.40,2.74,Average
57,66,55.40,3,12,9.70,2.77,Average
66,65,32.30,4,6,7.90,2.24,Average
61,56,32.40,2,7,5.10,2.79,Average
72,58,45.40,5,5,15.50,2.29,Average
72,53,18.40,3,4,10.60,1.78,Average
90,57,23.10,5,7,14.10,2.04,Average
74,63,23.10,7,3,15.32,1.98,Average
61,60,28.90,0,4,4.30,2.34,Average
70,64,8.40,4,1,13.50,2.34,Average
56,76,17.50,2,0,9.50,3.22,Average
59,66,27.90,3,11,9.70,2.76,Average
58,44,47.80,3,21,6.60,2.18,Average
58,60,31.30,0,14,4.90,3.06,Average
63,58,46.30,3,7,9.40,1.91,Average
58,66,12.60,2,0,5.40,3.40,Average
70,57,29.10,4,4,13.50,2.30,Average
65,72,30.90,5,7,13.90,2.13,Average
92,63,26.70,3,0,8.28,2.80,Average
67,50,27.10,5,6,13.70,1.26,Average
60,73,17.90,3,4,17.60,2.36,Average
54,64,23.50,2,0,6.50,2.36,Average
62,60,26.20,3,2,8.10,2.55,Average
69,46,40.60,4,23,9.30,2.06,Average
71,61,17.00,0,0,8.60,1.98,Average
73,70,25.80,3,4,14.00,2.43,Average
68,59,20.90,2,0,13.60,2.38,Average
57,68,20.30,3,11,7.10,2.46,Average
57,53,27.90,3,1,7.50,2.47,Average
79,52,18.10,3,6,11.60,2.81,Average
77,69,22.50,5,7,9.80,2.95,Average
65,55,45.90,4,24,10.40,1.93,Average
51,59,53.90,4,14,8.90,2.39,Average
72,63,22.00,1,11,12.60,2.07,Average
72,55,22.30,2,1,8.70,2.62,Average
65,56,43.80,4,20,13.00,2.06,Average
61,75,40.70,3,10,6.30,2.79,Average
63,72,23.70,4,11,8.20,3.21,Average
53,67,35.20,1,9,4.30,2.71,Average
66,65,18.20,4,11,15.80,2.05,Average
58,46,35.40,3,15,9.90,3.13,Average
58,86,27.70,4,2,4.37,3.21,Average
68,60,17.50,4,6,3.40,2.50,Average
71,51,5.00,4,5,12.20,2.31,Average
55,60,25.60,3,1,10.80,2.62,Average
64,61,34.00,3,9,8.20,3.23,Average
56,59,33.00,2,1,16.10,2.43,Average
58,66,25.80,0,7,7.00,2.88,Average
58,58,22.10,5,0,15.60,2.26,Average
61,57,41.60,3,11,5.80,2.72,Average
64,71,24.60,2,10,10.40,2.90,Average
67,50,26.90,5,14,19.20,1.53,Average
60,65,34.80,3,11,6.70,3.45,Average
87,60,31.10,5,7,15.20,2.35,Average
72,68,21.50,5,6,7.20,3.11,Average
93,50,26.50,3,2,20.32,2.15,Average
78,67,13.40,4,4,14.40,2.23,Average
66,72,22.90,5,8,18.50,2.21,Average
80,51,23.50,3,7,7.40,1.91,Average
64,71,48.00,3,14,9.50,3.07,Average
76,52,25.60,5,12,7.90,2.28,Average
72,57,30.60,1,9,7.40,2.37,Average
61,65,18.10,0,1,6.50,2.42,Average
66,54,35.70,0,8,3.50,2.04,Average
66,45,29.10,7,20,19.30,1.92,Average
66,55,26.30,5,14,8.20,1.74,Average
64,60,18.70,3,11,9.60,2.78,Average
77,67,35.10,3,6,9.30,2.86,Average
70,71,8.90,2,0,11.50,3.16,Average
53,53,14.20,3,12,8.20,2.24,Average
51,61,27.00,0,6,8.80,2.78,Average
61,58,41.30,3,3,12.90,2.17,Average
56,59,42.70,3,1,14.80,2.75,Average
59,52,24.70,4,4,9.70,2.74,Average
65,60,34.70,3,13,9.80,1.91,Average
54,60,27.40,0,1,6.50,2.75,Average
56,78,46.00,3,5,6.90,3.24,Average
74,65,24.10,3,9,5.86,2.48,Average
74,65,30.10,3,8,6.68,1.85,Average
62,59,16.60,2,3,16.30,3.09,Average
66,59,39.70,4,14,9.00,2.37,Average
73,60,16.30,3,4,6.40,2.34,Average
64,60,36.80,1,16,4.20,2.77,Average
81,54,31.70,4,5,12.60,1.96,Average
75,49,52.10,5,7,10.90,1.92,Average
55,57,8.00,3,11,9.60,1.99,Average
62,61,36.40,3,9,6.70,3.35,Average
62,56,40.20,3,10,9.80,2.03,Average
69,56,42.80,4,13,7.80,2.06,Average
55,54,33.80,3,5,4.80,2.39,Average
58,58,18.00,2,0,8.50,2.76,Average
67,58,36.70,0,5,7.50,2.35,Average
64,60,21.50,0,7,4.80,3.11,Average
63,46,39.00,4,8,15.90,1.80,Average
63,66,11.90,4,6,9.30,2.96,Average
80,64,16.20,4,0,8.70,2.16,Average
59,55,32.50,2,5,6.90,2.82,Average
65,44,26.50,3,2,8.60,2.56,Average
74,56,19.70,3,5,13.40,2.18,Average
62,45,14.40,1,6,8.20,2.60,Average
80,60,15.80,3,5,17.60,2.39,Average
53,59,34.30,3,14,10.10,1.87,Average
84,65,16.10,5,7,11.00,2.36,Average
51,45,34.10,1,6,7.00,2.59,Average
60,68,40.10,1,14,15.90,2.34,Average
54,57,23.90,2,10,3.20,1.88,Average
61,51,35.10,3,16,8.80,1.73,Average
61,60,35.00,4,11,12.10,1.93,Average
65,65,42.40,0,12,8.40,3.32,Average
72,62,38.00,3,5,10.90,2.20,Average
65,76,34.30,3,3,7.60,3.58,Average
80,56,30.00,3,6,12.50,2.34,Average
55,55,22.10,3,9,6.80,2.78,Average
84,53,36.80,2,8,9.50,2.23,Average
44,58,18.20,5,7,10.22,1.84,Average
54,63,16.30,4,11,17.50,2.30,Average
65,53,34.60,3,12,6.90,2.12,Average
56,65,39.50,1,12,4.20,3.33,Average
79,57,17.80,2,9,14.90,1.87,Average
61,72,24.80,2,1,10.50,2.96,Average
64,70,27.40,3,6,10.00,2.39,Average
76,52,31.80,6,5,11.20,1.90,Average
69,49,41.10,3,8,13.10,1.96,Average
64,74,22.70,2,0,7.00,2.84,Average
63,61,41.50,3,11,10.10,1.98,Average
60,59,26.60,4,6,12.80,2.28,Average
68,60,55.90,5,11,10.10,1.84,Average
62,57,18.20,4,6,22.64,2.20,Average
63,65,20.20,4,3,9.90,2.83,Average
63,47,23.80,3,6,12.70,2.13,Average
74,64,9.20,3,0,11.70,2.24,Average
77,57,37.60,3,9,13.70,2.24,Average
74,65,19.90,3,4,14.40,3.45,Average
56,56,40.30,3,14,18.80,2.20,Average
47,46,24.30,4,11,7.41,2.01,Average
71,56,18.10,4,2,9.00,2.19,Average
78,60,34.30,3,10,7.90,1.95,Average
70,68,20.00,3,7,8.20,2.94,Average
62,69,25.30,2,10,11.00,2.89,Average
47,40,35.10,8,15,14.80,2.06,Average
63,58,34.40,3,9,10.60,2.37,Average
75,72,6.20,5,4,15.20,2.06,Average
58,68,23.30,3,2,6.90,2.63,Average
58,58,27.40,2,5,10.00,2.18,Average
68,69,17.40,3,2,13.80,2.68,Average
72,51,42.90,1,14,6.50,2.34,Average
75,53,21.50,4,8,11.80,1.87,Average
53,45,25.30,3,8,12.30,2.35,Average
54,44,42.40,4,14,1.96,2.79,Average
67,70,23.30,1,0,9.40,3.29,Average
66,66,39.80,3,19,7.50,2.24,Average
62,52,25.50,3,6,8.20,2.99,Average
76,59,10.90,2,3,9.00,2.19,Average
65,58,37.00,0,5,1.10,2.79,Average
67,60,30.10,2,4,12.40,2.33,Average
59,63,29.50,3,0,7.60,2.47,Average
52,71,31.20,3,6,12.00,3.04,Average
60,62,24.50,3,5,5.60,2.49,Average
67,59,19.50,5,6,11.90,2.35,Average
52,52,29.00,3,13,11.70,2.49,Average
48,53,29.80,5,9,10.50,2.18,Average
73,52,15.30,3,2,11.00,2.65,Average
60,50,21.10,1,11,6.00,2.50,Average
68,56,37.30,1,5,10.10,2.68,Average
49,43,24.40,2,7,7.80,2.75,Average
51,72,38.00,1,5,3.50,2.51,Average
59,58,45.00,4,6,9.90,2.33,Average
75,65,22.40,1,0,3.50,2.70,Average
61,51,39.50,2,9,1.60,2.52,Average
54,47,28.80,4,7,11.80,2.50,Average
61,43,35.20,3,17,7.60,2.00,Average
60,55,27.00,3,4,10.70,2.77,Average
65,64,38.20,2,13,7.80,2.64,Average
65,53,36.60,1,1,5.90,3.15,Average
71,64,39.70,3,7,7.10,1.64,Average
66,64,25.60,6,12,15.20,2.17,Average
72,59,25.90,5,14,9.90,1.78,Average
61,49,35.10,1,9,8.20,1.99,Average
67,52,38.60,3,16,12.60,2.14,Average
50,53,20.90,3,0,9.30,2.68,Average
68,50,28.70,3,15,10.50,1.33,Average
70,72,27.10,2,12,6.50,2.67,Average
62,69,12.60,5,1,12.90,2.52,Average
46,66,13.10,3,0,11.00,2.94,Average
61,74,9.80,3,9,7.70,2.48,Average
65,68,15.90,0,0,12.20,1.88,Average
58,61,25.60,3,0,10.40,3.06,Average
56,51,39.40,3,14,8.90,2.54,Average
51,68,51.60,5,26,5.56,1.90,Average
59,73,36.50,2,9,7.50,2.60,Average
65,48,44.40,3,10,16.10,1.71,Average
76,60,29.40,2,0,15.90,2.14,Average
58,65,30.40,2,10,10.20,2.83,Average
63,48,39.00,3,8,5.70,2.41,Average
67,73,26.00,2,9,6.80,2.52,Average
74,60,20.50,4,0,15.40,2.64,Average
63,53,30.80,3,8,7.10,1.68,Average
68,56,39.60,3,13,8.80,3.18,Average
64,51,15.00,1,3,18.05,2.31,Average
59,52,26.10,0,12,11.40,2.51,Average
45,70,43.70,3,8,1.00,2.61,Average
74,45,26.20,5,6,6.40,2.06,Average
64,62,17.50,3,11,9.10,2.70,Average
74,62,19.10,3,0,1.31,2.80,Average
67,74,43.40,2,6,9.40,1.92,Average
75,59,33.60,3,16,7.00,1.82,Average
66,56,39.80,5,7,10.70,2.78,Average
59,62,14.90,1,3,4.50,2.43,Average
59,60,29.00,2,9,5.20,1.65,Average
61,56,49.90,3,16,10.60,1.88,Average
69,76,42.90,1,13,5.10,2.06,Average
65,64,27.20,3,2,14.30,3.42,Average
65,48,26.00,2,15,11.10,1.54,Average
66,68,19.30,4,8,8.50,2.57,Average
73,75,21.30,3,8,5.70,3.11,Average
63,52,22.00,3,3,9.30,2.14,Average
54,52,43.10,4,13,11.50,1.48,Average
71,50,26.20,2,8,14.90,2.55,Average
64,60,30.30,4,14,14.70,2.25,Average
76,49,18.70,4,3,14.20,2.22,Average
68,43,5.00,3,0,9.60,2.19,Average
65,69,28.50,2,7,1.70,2.32,Average
75,64,30.40,3,13,7.40,1.69,Average
66,51,20.50,7,14,13.80,2.81,Average
73,53,47.20,7,14,7.80,2.23,Average
72,51,16.90,3,11,12.40,1.71,Average
64,70,21.80,6,0,10.30,2.90,Average
57,53,39.90,3,12,12.70,1.85,Average
71,50,31.60,4,3,8.00,2.62,Average
75,56,23.00,3,6,6.40,2.84,Average
70,37,42.60,5,16,8.90,2.37,Average
74,53,27.20,1,11,8.80,1.19,Average
66,47,32.60,3,5,10.70,1.47,Average
68,51,54.70,3,18,7.60,2.06,Average
52,65,16.60,3,5,15.50,2.18,Average
64,52,30.90,3,6,10.00,2.08,Average
68,78,28.70,2,0,7.20,3.40,Average
79,65,11.90,5,3,12.60,1.83,Average
65,53,39.00,3,8,10.30,2.45,Average
78,56,34.50,0,7,4.40,2.41,Average
59,67,26.40,3,0,10.30,2.86,Average
61,58,28.30,3,1,10.70,2.89,Average
74,60,30.00,3,4,10.20,2.98,Average
66,59,27.50,1,4,6.60,2.38,Average
68,74,23.60,3,2,6.10,3.09,Average
66,60,26.50,4,8,15.00,2.85,Average
50,58,40.20,5,1,3.50,2.01,Average
55,56,38.40,4,15,6.20,2.37,Average
57,49,41.00,2,15,10.20,1.98,Average
47,70,28.70,3,10,1.00,3.56,Average
64,57,35.40,7,9,13.60,2.33,Average
61,64,37.60,2,7,11.00,2.44,Average
53,55,29.90,3,10,9.10,2.46,Average
69,58,24.50,3,18,17.30,3.10,Average
79,64,15.20,5,7,9.90,2.01,Average
59,68,26.90,3,5,15.10,2.83,Average
81,72,24.60,2,12,16.60,2.04,Average
90,66,22.10,4,5,11.70,2.27,Average
51,55,16.30,3,11,14.10,2.09,Average
55,61,33.50,1,6,9.30,2.72,Average
57,45,23.10,3,7,6.90,2.46,Average
51,61,30.40,2,11,6.50,2.36,Average
64,57,38.80,3,10,14.80,2.30,Average
86,57,34.40,2,13,13.50,1.69,Average
69,60,32.90,3,11,9.20,2.56,Average
61,67,22.20,5,12,7.00,2.75,Average
69,52,30.70,5,0,9.00,2.32,Average
75,60,16.70,4,13,15.70,1.72,Average
60,73,34.40,4,4,10.20,2.65,Average
60,70,29.40,1,5,9.40,2.84,Average
72,56,18.30,3,4,8.90,2.49,Average
66,48,32.00,6,14,17.20,1.90,Average
75,57,24.70,5,5,14.00,1.98,Average
57,73,29.80,4,10,9.40,2.24,Average
46,76,33.50,4,11,5.09,2.10,Average
53,68,34.10,2,11,5.20,3.03,Average
65,46,36.90,3,13,9.60,2.97,Average
66,60,24.70,4,1,13.30,2.04,Average
67,60,16.30,4,2,10.80,1.67,Average
53,84,14.20,1,5,3.61,3.05,Average
74,59,34.70,3,9,3.75,3.07,Average
59,50,18.40,3,2,13.10,2.85,Average
61,60,34.30,3,10,11.20,2.81,Average
44,62,32.20,2,8,2.90,3.12,Average
65,56,16.20,3,5,8.00,2.99,Average
71,66,21.40,4,1,13.20,2.24,Average
67,60,51.40,3,17,11.80,2.25,Average
71,58,28.30,5,6,12.80,2.32,Average
77,54,21.50,4,14,5.70,2.14,Average
61,60,34.20,1,3,6.00,2.94,Average
71,73,21.00,3,2,12.50,2.25,Average
69,53,19.40,4,10,12.30,2.11,Average
69,52,13.30,4,5,12.80,2.44,Average
69,68,27.30,6,6,9.80,2.58,Average
66,52,33.80,5,17,6.40,2.58,Average
81,58,27.00,7,16,10.50,2.12,Average
66,62,52.10,5,18,10.00,1.62,Average
60,61,52.70,4,14,4.50,2.37,Average
59,44,40.20,5,10,9.20,1.45,Average
67,73,16.70,3,0,16.50,3.16,Average
79,37,19.20,4,2,20.14,1.58,Average
70,68,26.20,2,6,18.70,1.96,Average
62,63,24.00,3,10,6.20,2.34,Average
60,52,22.60,3,4,12.70,1.90,Average
67,56,5.00,4,6,16.40,2.86,Average
57,50,32.90,4,6,10.90,2.12,Average
60,61,25.10,2,10,1.84,2.19,Average
57,77,17.80,4,5,7.80,3.46,Average
70,56,24.90,4,12,11.40,1.59,Average
65,59,28.20,5,10,9.30,2.64,Average
81,52,24.90,4,9,11.50,2.24,Average
74,57,29.60,5,5,19.40,2.20,Average
62,48,36.90,2,11,4.80,1.92,Average
64,75,26.60,3,4,7.50,3.12,Average
61,55,5.00,2,0,10.70,2.36,Average
58,49,42.30,3,17,10.40,2.27,Average
