Attendance,Test_Score,LMS_Time_Hours,Assignments_Submitted,Forum_Interactions,Study_Hours_Per_Week,Previous_GPA,Final_Result
73,66,22.13128703661304,4,9,15.774071679704207,2.8733841350289473,Good
45,36,30.539757861369615,6,21,20.097545916683146,3.0277321065640006,Good
45,70,27.69580520361427,3,7,18.298110242354806,2.5913609374412334,Average
83,45,50.47034234088607,8,3,26.145,3.189040996450193,Poor
64,36,33.35757961957581,7,10,16.608894709736077,3.1042005840030953,Average
45,73,18.57739114802774,8,9,19.378006749561223,1.780752767698053,Excellent
89,80,32.25387985914575,2,4,13.16994762216283,3.9629728141721774,Good
79,81,44.97223473051855,1,21,6.946056021701468,2.6027735233184504,Poor
60,82,13.526588711931375,5,14,3.288288170528812,4.0,Good
49,36,4.963767198894054,10,15,24.158754939424643,3.2126827690678423,Good
90,40,62.435,9,7,4.973173697290788,4.0,Average
81,100,23.54796294115281,3,6,19.765091068719947,3.945708447090273,Good
100,47,32.8987527687311,6,20,16.983757106954748,3.025038173608497,Average
82,83,28.07699634754608,7,0,21.214757201523803,2.1022150393340446,Average
82,55,45.5888055913898,1,2,9.13569303912717,2.1231317208193436,Good
71,71,62.435,9,9,6.80826270527809,3.322040768465853,Good
90,56,46.17839587140268,5,21,16.66632974429311,2.943404931875045,Good
86,82,7.331088786895524,5,8,11.010758068147666,2.2324193581801417,Good
98,73,9.81640158917369,5,15,3.0955906877466646,3.6133925980003614,Poor
64,60,28.05534697519911,9,11,26.145,2.842067106078381,Average
66,47,30.47567396218681,3,21,6.8025435721591645,3.619170453207772,Good
65,75,3.5619535777664844,1,0,5.097351421673185,1.857147736066933,Good
89,43,50.61071001830244,6,17,11.434102893718492,3.774993304984458,Excellent
100,79,15.329838695510315,1,9,24.04015225414228,3.2909283018371163,Excellent
65,100,62.435,4,19,0.9550000000000001,3.967364228153022,Poor
66,99,62.435,9,4,23.340493167132987,3.753589354537981,Good
80,85,30.845571798254046,7,11,5.790132014530184,2.7219192945930075,Average
69,68,43.568680524668274,8,10,15.706355650776914,2.643823154255441,Good
92,36,12.633748303766051,7,3,7.775626372912108,4.0,Excellent
45,41,46.988231717679184,10,0,26.145,2.522248620046677,Average
58,98,26.21827469092657,3,6,14.526651335969913,3.5312129198005255,Average
59,52,15.31290302198978,6,12,7.505083603806601,2.4340556883356346,Good
45,54,30.085001483851045,4,5,10.936979526140057,1.3755,Excellent
56,66,26.818941307197477,8,8,14.231668564620726,1.612560315202027,Good
57,46,29.421758519877372,5,0,14.974033046672867,3.1986022553762283,Excellent
70,43,53.02376864801475,10,8,17.17555405242527,3.485278435742046,Good
96,68,20.902706602858352,4,20,13.463989439792686,3.2017995918545172,Excellent
69,50,62.435,9,17,1.8633629931375246,3.917236419687785,Good
54,53,10.909891774292166,7,10,10.606637813313768,3.184365371897733,Average
73,52,62.435,5,13,18.59128108264005,2.0515942313088824,Excellent
94,81,16.6222798748804,7,4,7.827266304007065,3.381537391448454,Good
55,64,35.42290796940798,6,21,19.148840788165835,2.969121209897394,Good
57,66,26.366316085411263,6,21,13.743286085294113,2.245498218568893,Good
85,83,29.077972395608167,5,12,11.639810884690766,3.2632752915158796,Good
70,66,50.27776524189264,3,21,23.545060003190905,2.881492217061666,Average
87,63,62.435,4,5,0.9550000000000001,2.2169068655825854,Good
74,80,57.48270040000037,1,1,7.781411377988345,2.631693046675929,Good
88,84,27.946272374422307,8,5,23.867884165502403,4.0,Good
54,66,38.85291513186587,1,9,26.145,4.0,Good
74,71,20.96250069567531,4,21,26.145,2.9871215016884674,Good
70,52,17.084387899763037,7,9,13.900439825251944,2.86002821361429,Excellent
51,51,14.219379698117002,8,4,17.33690278709671,1.4128004744386224,Good
45,86,27.340559667460866,1,4,20.368525353204134,4.0,Poor
87,79,40.06279389765123,5,21,24.227487314653185,3.810797595096642,Excellent
67,80,2.2649999999999997,6,19,16.11587837182511,3.5346290889221654,Average
54,76,34.583487480636556,5,7,21.285280334222147,1.3755,Excellent
72,71,62.435,9,0,17.3527250902321,2.84415623105443,Average
96,85,56.212407178250274,3,2,17.879315423183428,2.680963287943164,Average
45,90,24.607736117182995,1,21,5.73198598734489,3.4674917031186934,Good
45,89,9.580361322457936,8,17,10.699846633626477,2.3664252910217494,Average
56,67,43.95483338568746,4,12,9.067753549689748,2.5794052629942352,Good
100,100,2.2649999999999997,1,21,3.450862403418073,3.4059221892987357,Average
80,75,55.994742310973464,5,21,0.9550000000000001,2.0532026852832943,Good
89,83,31.48736958687873,9,11,9.903733410067439,2.2469697317028343,Average
52,76,62.435,1,11,11.250732174539817,2.992154174514598,Average
53,75,3.469121816946707,10,6,14.361524022597012,4.0,Good
83,53,52.439963163750164,3,9,18.161910382671064,3.5895132980696207,Good
75,85,33.58087482127408,5,0,15.062112444538839,3.848730477120019,Excellent
85,100,29.31269185308979,2,0,11.309514101005455,2.86590296477047,Good
71,61,10.080776715833974,5,0,5.759330855970877,4.0,Good
80,71,46.4711729454844,5,20,20.871430801143823,1.3755,Good
77,60,47.959480739907605,1,0,12.61725088584116,4.0,Poor
89,59,62.435,10,21,9.81804317899412,4.0,Average
90,100,54.10442079190261,4,5,11.903618757758137,3.2478320987595697,Average
45,55,24.446458482330506,4,21,7.297206979619618,3.612618338305304,Excellent
45,59,16.8564420366834,8,8,9.001099546230783,2.7675153902790353,Average
93,36,10.105807843670675,10,0,8.73308810451503,2.600906988663649,Excellent
97,53,62.435,8,21,11.052954808681493,2.2112067395152346,Average
54,36,21.034770632686165,2,21,19.005271905465115,2.7568216026886128,Excellent
45,83,62.435,6,4,16.908672310093465,3.3442779365283952,Average
76,100,45.1627001881864,1,8,26.145,3.2121615441937847,Good
92,62,41.54939421878614,8,4,23.69334143027484,4.0,Good
100,36,29.760394534573678,1,10,26.145,2.9017922448737408,Good
84,89,47.6731759344437,3,12,18.19075379757031,1.3755,Average
67,54,35.15524539027739,5,8,18.055389971212435,4.0,Poor
57,98,28.60615743432157,6,0,9.365859670900107,1.6187605476746,Excellent
74,63,48.32730013333739,4,6,20.440933006432886,2.261197902832637,Excellent
68,56,32.77620823242076,10,17,7.943342540716474,3.0683036312105383,Average
55,66,20.661525006917078,7,9,1.0766994639186134,3.2095310905101244,Poor
100,86,46.54668795438332,7,8,26.145,1.4007664088467826,Excellent
100,65,34.25705454707926,1,3,2.942519294084528,2.079525169521046,Good
96,59,44.49320672867643,10,6,17.176307096602372,1.3755,Average
56,65,27.039035115594906,3,21,6.0527277988785535,3.408155816372044,Average
91,42,13.05634080721013,10,2,22.976088492159953,3.953584679239521,Good
86,78,62.435,10,17,24.125244814535456,1.617902331631134,Good
83,36,62.435,7,12,17.937951613124838,3.7712917878621472,Good
98,60,51.80380855511551,8,13,23.985394912496986,3.708286314602403,Good
86,86,28.261850604974697,1,5,13.537700818566115,2.164399813602123,Good
88,76,29.881665643910715,5,8,26.145,1.3755,Poor
86,82,61.033681463749105,8,11,19.767626907078196,1.7641309845724522,Good
81,68,28.89095859532038,8,7,5.882227706410047,2.226368157511353,Excellent
45,95,23.73070520797597,2,14,14.062769072373051,4.0,Good
76,90,62.435,4,15,12.189910021104719,2.6895342550497285,Poor
63,79,34.55897571165817,1,21,11.364214604846754,1.8266963934662974,Excellent
49,90,62.435,6,13,0.9550000000000001,2.9479908749595074,Poor
100,86,9.552238965048584,1,0,16.737941704752426,1.546517890659318,Average
100,60,45.03519331421518,8,21,1.7909258941570645,3.3038869896987775,Average
100,40,62.435,9,9,0.9550000000000001,1.8550171724887488,Good
79,79,35.99246344046583,4,21,10.575051148175746,1.9959614408329718,Average
100,81,30.553963038506396,7,21,7.102008049911016,3.1690531258555317,Excellent
74,93,13.822241802307492,4,7,6.211205076306335,4.0,Good
78,49,55.479856277133905,6,17,0.9550000000000001,4.0,Good
53,50,21.183735707473808,2,6,6.301379875982757,1.7946139887043238,Excellent
82,80,33.686408126440604,7,11,12.011655263400428,2.2250584101825535,Good
75,68,12.586444696451345,1,17,8.128538249127946,3.305044756658468,Excellent
49,36,62.435,1,20,16.74198182657399,3.939415959686981,Good
73,78,56.822882853007606,5,19,25.21898743000459,1.3755,Good
73,36,34.85691565732794,5,12,17.82993239404691,2.889228551594207,Good
100,49,14.074083518939815,6,21,22.1305665397159,2.331357141612031,Average
91,99,62.435,3,8,22.828180327218504,1.3755,Excellent
74,100,28.666911379044357,10,0,4.884624122522467,1.505906813597723,Excellent
79,43,14.98022048474115,6,0,17.178523940676154,2.2530567392169703,Good
75,62,2.8183179924622337,6,21,21.86717128332012,2.8615313265458484,Good
70,70,23.482453049878657,6,10,9.799739606275176,3.7833749668490455,Excellent
53,100,8.510912693215786,8,12,6.80913344890445,3.1485204700450984,Good
71,59,23.91093991191682,7,7,17.948311816348188,3.724562450721244,Good
60,59,49.22343695880932,6,7,0.9824838770065352,2.830368393842288,Average
50,100,28.49161544703624,7,5,4.301591574712811,2.119850921309018,Excellent
84,61,42.02687216576966,1,15,7.853629142257311,2.6259789798094006,Good
82,85,22.050055753532874,1,10,17.274646657545198,3.479826396232765,Good
45,37,36.648188113995566,5,15,15.321741363500628,3.807127149852794,Poor
72,66,62.435,5,14,22.180962136080183,2.660817084293472,Poor
93,36,28.989895133144252,7,8,5.702466492426077,1.9021624089040419,Average
95,46,42.558883274932775,5,0,5.250477478501674,3.130370846746933,Average
94,88,6.457943533957813,7,0,17.89354915581475,3.2685790555720104,Poor
75,68,62.435,1,21,6.741336643772524,4.0,Average
58,63,26.60679968527452,5,21,8.386984527737306,2.145277034659934,Excellent
53,53,54.89094606356427,1,21,0.9550000000000001,2.155925633984643,Average
81,65,33.16114191753498,6,5,15.928296836728112,3.538716043076484,Good
81,76,46.76427203463898,1,11,26.145,2.408762124026242,Excellent
99,91,47.864598741977815,6,4,4.796692174758965,2.3677329903808055,Average
95,36,27.06531568124776,1,0,22.091013899171948,4.0,Good
72,51,55.656909982569005,4,6,12.974974283103016,1.4730472491512208,Average
50,73,21.390038069018292,8,21,0.9550000000000001,4.0,Excellent
68,67,49.844118219808166,6,18,5.931342612228842,2.209492729549355,Good
78,78,28.217517502983117,1,3,5.410736290603232,3.6460876879186555,Excellent
70,75,41.9132825058703,3,8,10.806816612818414,2.698762436034909,Good
63,63,26.88846041477811,1,17,17.01324996126607,3.0679337854083255,Average
79,58,36.36690756236513,1,6,26.145,2.5492274044814116,Poor
64,64,15.545094984122652,5,12,1.408165863208957,3.6362294273510223,Excellent
62,95,40.024865845764246,7,14,9.388106950853818,2.4671340314067463,Excellent
80,54,36.25974759929503,6,14,5.920768691480595,2.2480342514575615,Average
66,68,25.441418324961703,7,13,2.7840124479065285,4.0,Average
79,74,34.422894642502364,5,6,14.280664641846162,2.8329499009794437,Average
79,100,37.92258719468264,4,7,13.488312873548594,2.1482556696795663,Good
52,63,24.03060854561687,2,2,0.9550000000000001,1.3755,Average
65,91,33.057867238313456,4,0,13.628881706483567,4.0,Average
100,96,16.82516575943861,1,10,3.3117270180151657,2.2684476205907735,Average
52,68,62.435,3,18,13.57556669520164,4.0,Average
45,65,55.049886487793,5,0,24.180446091094097,3.1917400175568633,Good
45,62,40.49765279576081,5,13,17.380502019203462,2.943171012401441,Good
75,64,57.141830020062116,10,18,14.972688002629587,2.9693502427598295,Good
75,88,2.2649999999999997,1,0,9.017189530172823,4.0,Average
72,75,2.2649999999999997,5,9,14.039672865104503,1.3755,Good
98,75,28.049306201726782,1,21,18.22528980335936,3.0125615077006414,Poor
45,45,9.919324571438597,4,16,17.389763762870516,2.546880176033327,Good
82,48,31.061219688833443,4,0,12.63920365328955,2.5974838761115793,Excellent
100,100,39.2491348644855,8,17,15.308787881002099,2.9494118677829704,Good
52,66,52.48195732349156,4,5,2.374357645432175,2.5458600055547866,Excellent
67,53,14.368172962238607,5,17,7.283779357724165,2.9871084190882238,Excellent
60,100,42.84031484075695,4,5,19.44209885239233,2.7815208361083856,Poor
57,76,35.70807332825081,1,11,20.575999991510955,1.5288338546415439,Excellent
68,82,41.87535459519061,3,7,14.265072748305714,3.1747572964162973,Average
100,67,25.81875749685855,4,11,25.94672675690902,3.4997697665380163,Good
100,63,61.04863487871741,5,6,17.759540421730698,2.278022330910114,Average
68,66,33.52533716738393,7,9,11.510062009617721,4.0,Good
100,39,62.435,4,1,3.190668347539159,4.0,Excellent
75,68,20.808637292527653,4,15,25.607479529833633,3.6239700483673594,Excellent
100,76,49.194159487563596,1,13,19.97128261067456,3.6121892201705204,Good
72,100,34.33698149098157,7,0,26.145,2.8336435072292705,Average
77,71,29.37393734401847,3,19,26.145,3.9127913569573196,Good
81,36,47.14817195071187,7,10,2.6241313395202095,4.0,Average
100,67,29.90285447781567,9,12,2.6461103241066954,3.589080459686424,Average
91,100,2.2649999999999997,5,17,0.9550000000000001,2.2506203895916492,Average
61,88,2.2649999999999997,2,14,21.219620811994176,2.7658824308212653,Excellent
93,52,58.99892645398626,5,21,19.011408255624985,3.361501724634552,Good
67,82,58.21831973230448,6,9,14.30032267835298,3.6179421109220034,Excellent
65,53,62.435,4,20,3.136867059709399,2.7291793419431296,Average
92,40,35.11715369346624,3,12,12.725085954686723,2.2539947269259226,Good
75,62,11.510195814259454,7,15,15.033301832749679,4.0,Average
80,72,27.67361146265721,7,14,20.075910769026848,1.7630980410033348,Good
74,36,35.65317687507941,4,21,15.777705944187765,1.890299098186961,Average
81,44,16.797649134034643,1,17,19.07312001274365,1.5156565254903491,Excellent
82,70,62.435,6,7,12.429140490284926,1.888144188009984,Good
45,61,62.435,3,6,23.43829185327384,4.0,Good
87,78,44.29641870575947,6,11,18.80268999079749,4.0,Average
55,43,35.24053836882572,6,5,3.4674095533319402,2.7325118111074578,Good
46,85,11.467018566296808,1,2,25.18997839047918,3.286382462203644,Good
73,44,62.435,5,0,23.810063185731167,2.794215779574502,Average
76,100,36.85438912845684,7,0,17.400796368157064,1.6469002530281407,Average
61,36,30.0881597353805,7,21,15.842893299406285,4.0,Excellent
90,46,44.34998606225346,5,6,26.145,4.0,Average
48,79,24.597971013216032,1,21,0.9550000000000001,3.148589699270016,Average
66,100,38.16087159529337,9,14,23.942051985059447,1.9732707820603852,Average
63,76,8.736248134516664,6,11,9.460376553286451,2.5859852107049086,Good
73,82,55.567687831662624,2,0,22.710557909254856,2.1320093483863407,Average
80,70,33.50863052703477,3,11,14.49086317880988,2.8991777753518364,Excellent
55,47,56.895374223623264,6,21,2.995267346477357,3.105379868093758,Poor
88,59,31.71788902278643,7,21,9.289092904010879,2.473153214560236,Good
75,43,32.92010423013601,4,13,22.09122859446221,1.392051428484181,Average
45,42,12.997168689208081,8,2,11.703324326651673,4.0,Average
45,78,49.50758986987506,1,3,8.23536143383856,3.035076443055895,Good
74,45,19.22661636887074,2,4,8.178978509450191,3.247808453363998,Excellent
70,77,26.436182033122762,1,21,18.891374050834717,2.3942192643255016,Good
72,41,35.46105397015915,2,21,26.145,1.3755,Excellent
74,76,37.6859765166605,10,13,0.9550000000000001,2.7235243794345196,Average
78,59,3.855476094436476,10,9,26.145,2.4905391041960665,Good
92,100,31.168592915322556,6,21,15.193856576182476,3.4934381927916824,Excellent
53,77,50.16433138914758,3,3,18.368383028681116,3.684299262013429,Good
52,97,28.437224552334225,4,12,9.797199253420992,3.54732891160312,Excellent
53,53,31.281047273428932,7,15,13.446193196012052,3.76411774898799,Excellent
80,71,38.44840582144584,1,4,15.099136159865097,4.0,Average
98,48,33.109671260542655,3,6,4.629675503211926,3.182997673925064,Good
66,61,16.36299752498363,9,5,6.68218888546128,3.8718538240135034,Average
45,64,34.76876493310037,2,21,23.464310559158392,3.2839995812143346,Average
45,54,53.84565289416649,3,21,0.9550000000000001,1.3755,Average
58,43,15.980495960220722,5,12,17.194750902044618,2.654363612314629,Average
63,39,28.508616118180157,6,9,10.35157103231445,1.9617909631500199,Average
66,36,9.8625396723905,3,6,5.374985427266118,3.0291591894411014,Excellent
75,46,52.870142733009416,5,11,26.145,2.036274851469584,Excellent
68,83,33.731773252451674,7,7,5.427303582148117,3.3925871380823382,Average
94,36,19.70131392440838,10,10,3.9466189174848427,3.7570829443263176,Good
61,40,37.14984558703424,5,15,11.899247341823992,3.973191136856739,Average
58,100,13.15855668370601,5,8,6.99521475445164,4.0,Average
83,56,16.307826119428977,10,10,13.529636130451932,1.3755,Excellent
45,77,8.409172294503424,4,10,14.786186928151395,1.6400800871408459,Excellent
82,84,15.691621108478337,1,8,15.454510499083732,4.0,Excellent
76,84,60.57102631114047,6,7,12.431164402721373,3.784754748961702,Good
71,36,21.868923654225725,8,17,7.555085095620908,3.0223757786544985,Excellent
100,64,44.07322518276799,6,0,18.90111844117424,2.835527962818322,Excellent
62,36,19.958621475118008,5,21,12.534020717332858,2.7492003637057,Good
100,100,49.50345710435118,1,12,9.29670292219517,1.3755,Good
70,36,16.445078102352653,5,16,25.955394732320965,2.0544158311909255,Good
50,47,36.16792129665175,9,17,12.452910020173395,2.6958026201128464,Average
75,47,36.420140694818635,1,5,22.683652156182646,2.1092525177762984,Average
53,37,62.435,4,3,23.820746110108217,2.236197135443736,Good
60,99,47.1131800597761,4,3,24.333712134644223,4.0,Average
82,100,24.464811397672154,3,9,19.303794836123377,2.560038991016566,Excellent
85,59,48.12446716123419,6,17,13.47049157872857,3.0744961409657163,Excellent
62,41,62.435,6,6,12.93582278392235,3.03994115395716,Excellent
93,36,5.271050388056391,6,16,11.417370510688848,3.376834712030817,Excellent
96,64,19.844195196574788,2,0,0.9550000000000001,2.3409322906178645,Average
100,63,31.05581304260847,1,8,19.53693593925026,4.0,Excellent
84,55,27.71981457410164,6,21,15.537209032095582,3.23515534244489,Average
100,74,29.281104368083557,4,10,20.43679591904359,1.5544646061927503,Excellent
45,78,11.295483691728759,10,4,12.489256129483378,2.700020640728332,Excellent
68,77,61.43410731708295,10,6,19.081753435054125,2.637245206266336,Average
57,63,9.103898136678854,10,0,1.8604568766625178,2.592558440956425,Average
76,45,31.7349839977846,2,3,3.6163846266243915,3.298989543547497,Good
63,84,54.80387499077595,7,20,0.9550000000000001,3.420791757715428,Good
71,70,34.882832858499384,8,6,12.342977808807944,3.30613315183073,Good
100,89,17.30944330239932,7,7,6.961764718817708,3.133533878736057,Good
71,87,10.472671471752221,4,0,5.858361998964521,2.8875785621667327,Average
82,38,31.183527362890644,9,0,16.297679737599736,1.3755,Good
70,38,21.426237899346138,5,21,9.887883493453403,3.559820183278236,Excellent
76,53,39.24125637406613,6,16,1.3917635020570813,3.2786522964587235,Average
74,46,9.495601125961418,1,0,26.145,1.84812513780134,Excellent
83,86,50.493977659082056,7,6,13.163753416319349,3.0768872261178157,Average
97,77,37.580917475437985,4,11,4.342416189416694,3.433623049331672,Good
100,94,38.95624335232502,7,1,7.827665528949759,3.9418026232603136,Good
80,78,62.12134979234823,6,0,12.01586204165083,3.299965140023073,Excellent
86,74,27.336446079685683,6,10,11.998129240912533,3.11672086750391,Good
52,96,22.004104064025995,5,16,24.455906428883253,3.7238175087170546,Average
72,80,25.300527587375967,7,16,12.806066270274501,2.506738811622714,Good
92,71,31.877284847657503,5,18,26.145,3.204508747963567,Good
91,100,33.75756863300215,1,0,9.829568701652306,2.2012600436814864,Good
78,72,20.06236646531064,7,12,17.071615362952514,3.882614359019452,Average
91,63,2.2649999999999997,3,9,22.093346091286683,1.3755,Good
84,51,25.05678764742725,1,10,23.553563108051897,3.597541720882326,Excellent
97,85,42.10337609254886,2,9,24.53776548548511,2.8216136570453836,Good
80,97,37.964313959980956,6,6,11.182183553858513,3.741894356252615,Good
67,68,57.64987488304919,5,0,13.429546946656382,2.0464380712533234,Good
81,98,62.435,1,21,0.9550000000000001,2.891798792870779,Poor
45,36,49.49975483729324,4,14,11.823042978195172,2.863293922076581,Average
82,68,61.03725824868701,9,0,22.677476234707346,3.225756521126338,Average
45,69,49.637506510455715,4,15,21.03811276873783,1.7871400503962036,Average
45,54,62.435,5,7,12.74655905498665,3.4222385831903903,Excellent
83,100,62.435,8,8,26.145,1.3755,Good
83,68,53.05126647408231,7,5,10.23783473479947,2.155882126397025,Excellent
52,61,48.519386575453936,8,16,7.437219176012089,1.3755,Excellent
60,70,31.64205696011682,1,4,9.528213067803348,3.608691991787623,Good
100,36,34.67636007506278,10,2,4.011015203228949,3.192979541786635,Good
65,53,29.187042982105666,7,21,18.723975279684502,3.2472710976802657,Average
100,91,46.943341227158896,10,10,15.908361581700959,4.0,Good
74,56,22.105349221855903,3,10,18.619284928954876,2.4976089671841155,Good
82,51,31.90358098152712,1,17,9.981784517011961,3.39637904075902,Average
100,98,2.2649999999999997,5,6,12.986151984197669,2.8685302877201746,Good
77,99,62.435,4,7,0.9550000000000001,2.7206751791826957,Average
55,81,31.359863330793207,7,14,16.648231884973924,4.0,Average
72,60,43.876152524695584,8,0,14.309281481075002,4.0,Average
73,64,62.43071240455939,5,13,4.195994823705341,2.385423836161794,Average
48,52,41.001213442125135,4,5,12.593343023855908,3.6140331714042846,Average
69,48,62.18183268577968,7,18,11.301603673549677,3.1143078123800265,Average
60,47,12.452488120721238,4,16,26.145,3.125956528349453,Excellent
92,56,62.435,4,15,4.528228246266041,3.0444484124293565,Average
75,47,55.56811381808025,8,0,16.27047587196101,2.480968061170657,Average
69,36,39.31478175180667,9,10,4.2782869940328485,1.3755,Excellent
72,74,61.82517766171522,8,1,8.771748510279718,4.0,Average
78,75,13.805894778168103,5,11,15.810018357980567,2.129769009253143,Good
86,100,30.09833338477778,1,0,11.693584244328221,2.5698430121927625,Good
55,55,62.18010525091383,5,0,13.425317403437703,2.5904925013414664,Average
54,76,2.2649999999999997,3,21,16.281403371241897,2.043273267732697,Excellent
95,76,45.817821544054475,5,14,9.312957964627923,3.0377113931412882,Excellent
66,64,45.29422381428173,3,8,20.931108969749662,2.761385317220461,Average
47,86,62.435,5,4,10.899975602178582,2.1085959607610363,Good
83,87,6.135282969436979,2,2,12.653228904007532,2.9494023166394427,Excellent
83,77,62.435,1,13,16.522472138697943,2.7723253636455714,Average
45,64,25.083785413780202,9,8,15.389938068878177,3.705431142861933,Poor
79,62,27.16586143219775,2,21,18.90807398691002,1.5027847527577933,Excellent
88,40,12.817827108237587,5,10,16.148531677950473,2.022311395822904,Average
81,52,15.301485320679674,8,12,17.43078053511353,3.5087457031359035,Average
86,56,42.912363944399594,8,0,10.73223633657389,2.18316888614986,Average
47,45,14.848271876700508,7,8,4.463771627830889,1.9271320381017598,Good
81,79,49.147078996526986,6,13,1.437736581062179,2.2311912161690532,Average
68,96,23.16770297276779,7,8,0.9550000000000001,2.7063572753671177,Good
65,50,12.983905880106274,9,7,26.145,2.7100472031768037,Good
91,76,25.66995915714972,6,14,0.9550000000000001,2.6005281927644748,Excellent
100,47,41.67536727016092,1,21,23.541515172373018,1.8055876492702758,Good
100,63,30.306827736550133,4,12,6.554124657641148,3.555223334348006,Excellent
99,54,36.07502300866937,7,21,23.48010765346882,4.0,Average
72,83,48.331052403772816,3,16,0.9550000000000001,1.3755,Excellent
81,55,55.48130770012352,10,20,11.493481121382006,1.3755,Excellent
89,92,29.700650853456114,5,6,25.736417161659816,3.778280741503756,Excellent
76,64,16.109239061763365,5,9,19.489739029800894,4.0,Average
77,55,36.85045807592526,8,9,10.631952966129658,1.3755,Poor
90,42,44.1551384331227,5,16,0.9550000000000001,3.5962786508588627,Average
73,75,8.398216320744162,6,18,2.3243826739805886,4.0,Excellent
60,89,18.953199492638177,8,12,25.189360555989325,1.9669370015510377,Average
66,76,22.12684626142245,1,18,10.539403634103437,4.0,Good
86,100,31.594106130498098,4,6,12.870200141096214,2.6315682545444963,Average
74,100,21.35210273554808,8,19,15.866650098338837,3.1099575033240328,Average
81,63,48.53161633997658,5,20,2.490071556927882,2.1059766058388782,Good
87,63,5.7246898642767725,9,17,16.910174175202894,3.7765051537593424,Good
67,80,6.195206724167964,1,12,9.937563435179186,3.614744519947809,Good
89,51,29.260144748580107,1,17,15.952385732089281,4.0,Poor
81,95,32.18968091174234,7,4,8.60160855860482,4.0,Average
50,77,8.510806233285543,8,13,0.9550000000000001,2.7955311530087137,Good
100,75,24.20849220771713,5,14,9.872154645889525,4.0,Excellent
64,85,28.01685618479732,6,0,18.878980401238092,4.0,Average
45,100,28.1602610129394,7,15,16.798615774587063,3.329306218860744,Excellent
54,73,38.25355698923899,3,1,13.736647726166925,1.8360903057131963,Average
54,67,23.193384503228227,3,8,21.049035577953532,1.3755,Good
75,100,62.435,6,11,11.759093605616078,1.401165004123727,Good
69,91,44.48014767285345,8,5,13.95036489146758,1.8977437327369744,Excellent
68,63,20.498997891264878,2,12,9.430356493810628,4.0,Excellent
86,70,37.19142541155558,5,12,21.542200631754795,3.2774236914792354,Excellent
81,74,37.7376507898505,4,4,15.934052184582459,2.208776288451188,Good
80,77,57.930672467691195,6,16,8.779466763116796,2.672475670169493,Excellent
82,40,24.32635816986469,5,5,0.9550000000000001,2.55412179058399,Average
86,36,49.64795575159722,4,21,22.793056833680602,3.5813376291470216,Average
45,50,36.2165484551525,9,10,7.201748857999545,1.9510252146348375,Good
67,48,62.435,4,1,14.083492347098044,3.1439935130805123,Excellent
45,55,59.34086164788921,4,3,26.145,3.095826871626027,Poor
75,83,39.08848514865347,1,21,20.234299632233547,1.9800896886827417,Good
74,66,30.58584127016844,3,8,26.145,4.0,Excellent
94,74,44.82082351933117,7,0,8.93827236768799,2.5173905135567347,Average
97,43,32.10086649802251,6,18,22.50649049703226,1.8403672499367412,Good
78,59,62.435,7,8,13.700710868416921,3.6326396267641115,Good
65,82,36.89443924077406,7,17,16.562150956567297,2.857336760122991,Excellent
84,83,27.93171503804687,10,19,26.145,3.2010371926736063,Good
64,54,26.932484476380317,3,13,11.126243822804861,1.6539863195570168,Good
74,73,12.983872937728407,1,21,13.638190198100272,3.5933457175569434,Excellent
93,100,45.74564311153749,2,0,5.859772057645359,4.0,Average
63,69,20.26021389726595,3,4,20.967552994900693,1.5780918438218579,Excellent
90,54,55.77246918585791,2,9,8.74853091079035,3.1483851884207676,Average
87,66,11.50463703457676,5,21,22.099503444482142,2.0418105132874844,Average
56,72,37.79737844435898,9,21,0.9550000000000001,4.0,Excellent
93,66,56.73658020890085,10,21,18.102043909395068,4.0,Good
88,69,2.2649999999999997,7,4,8.048100674721576,3.078368200669084,Good
76,38,62.435,10,5,19.635683702036925,1.6120472127089638,Average
59,48,27.568058215945555,4,4,13.361500055930184,1.8468677727030651,Poor
58,66,38.053866199283,1,5,8.961763535982099,3.529116149574853,Average
64,66,46.02131411460639,8,21,10.216296163604317,1.481314532485856,Poor
85,57,48.88501223856137,1,9,6.3052129381020245,1.511785727739973,Excellent
56,66,40.51227553103699,3,10,20.540203768303513,2.812992617274465,Average
83,71,53.90695945989612,7,18,4.633542859119773,2.9339762197445634,Average
50,89,45.05159331990779,5,0,11.223780319556036,3.17346125037647,Good
70,67,62.435,5,12,16.386952843426467,2.377598178793858,Average
76,78,45.11188933738095,2,2,26.145,3.6979614964900334,Good
100,58,62.435,5,9,13.397425931447206,1.967517278972731,Average
48,82,52.123982482037654,8,6,11.430942360853894,3.4129445415065023,Good
100,78,2.2649999999999997,5,6,15.783169575508882,3.0123470514370476,Poor
77,88,62.435,3,13,0.9550000000000001,3.3877008046751005,Good
82,85,24.80842418392498,1,13,3.368646642927896,3.9522427956677455,Average
76,82,62.435,3,9,10.310678459543578,2.362248118047397,Good
83,67,35.93771280596094,6,14,7.463954838460149,2.1624510872126628,Good
71,75,55.08638807780412,6,4,0.9550000000000001,1.3755,Good
100,93,22.695365110793276,3,17,20.708770440102256,1.3755,Excellent
65,55,47.02652208821038,1,9,15.666146749726616,2.6335299749905983,Average
96,56,30.75416935664052,6,7,14.65857402113061,2.7000023049622977,Average
62,74,62.435,2,4,7.623980594726216,1.7497325359280356,Excellent
